episodeid	eventId	year	monthname	beginyearmonth	beginday	begintime	begindatetime	endyearmonth	endday	endtime	enddatetime	eventtype	eventcat	state	county	totalinjuries	totaldeaths	totaldamage	magnitude	magnitudetype	category	fscale
1189179	5451168	2005	May	200505	13	1755	5/13/05 17:55	200505	13	1758	5/13/05 17:58	Hail	Ice / Sleet / Hail	TEXAS	BREWSTER	1	0	0	2.75			
1189057	5450776	2005	May	200505	4	745	5/4/05 7:45	200505	4	745	5/4/05 7:45	Hail	Ice / Sleet / Hail	FLORIDA	VOLUSIA	0	0	10000	1.75			
1189183	5451215	2005	May	200505	10	1534	5/10/05 15:34	200505	10	1600	5/10/05 16:00	Hail	Ice / Sleet / Hail	NEW MEXICO	LEA	0	0	15000	1.75			
1189179	5451167	2005	May	200505	13	1754	5/13/05 17:54	200505	13	1805	5/13/05 18:05	Hail	Ice / Sleet / Hail	TEXAS	BREWSTER	0	0	1000	1.75			
1189631	5449718	2005	May	200505	7	1240	5/7/05 12:40	200505	7	1240	5/7/05 12:40	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	JACKSON	0	0	1000	2.75			
1189631	5449719	2005	May	200505	7	1247	5/7/05 12:47	200505	7	1247	5/7/05 12:47	Hail	Ice / Sleet / Hail	SOUTH DAKOTA	JACKSON	0	0	5000	1.75			
1189798	5449887	2005	May	200505	7	1540	5/7/05 15:40	200505	7	1540	5/7/05 15:40	Hail	Ice / Sleet / Hail	NEBRASKA	PHELPS	0	0	9000	1.75			
1189798	5449886	2005	May	200505	7	1530	5/7/05 15:30	200505	7	1530	5/7/05 15:30	Hail	Ice / Sleet / Hail	NEBRASKA	PHELPS	0	0	9000	1.75			
1189490	5450102	2005	May	200505	4	1630	5/4/05 16:30	200505	4	1730	5/4/05 17:30	Hail	Ice / Sleet / Hail	WASHINGTON	GRANT	0	0	6000	1			
1190447	5451687	2005	May	200505	22	1230	5/22/05 12:30	200505	22	1230	5/22/05 12:30	Avalanche	Landslide / Avalanche	OREGON	CENTRAL OREGON	2	0	0				
1204964	5490277	2005	May	200505	18	1300	5/18/05 13:00	200505	18	1300	5/18/05 13:00	Avalanche	Landslide / Avalanche	COLORADO	S & SE GRAND / W CENTRAL & SW BOULDER / GILPIN / CLEAR CREEK / SUMMIT / N & W PARK COUNTIES ABOVE 9000 FEET	1	0	0				
1204963	5490276	2005	May	200505	20	1030	5/20/05 10:30	200505	20	1030	5/20/05 10:30	Avalanche	Landslide / Avalanche	COLORADO	S & SE GRAND / W CENTRAL & SW BOULDER / GILPIN / CLEAR CREEK / SUMMIT / N & W PARK COUNTIES ABOVE 9000 FEET	0	1	0				
1178393	5433803	2005	May	200505	11	600	5/11/05 6:00	200505	11	600	5/11/05 6:00	Lightning	Lightning	ILLINOIS	COOK	1	0	0				
1188724	5445713	2005	May	200505	19	745	5/19/05 7:45	200505	19	745	5/19/05 7:45	Lightning	Lightning	INDIANA	BOONE	0	0	2000				
1188724	5445714	2005	May	200505	19	715	5/19/05 7:15	200505	19	715	5/19/05 7:15	Lightning	Lightning	INDIANA	BOONE	0	0	17000				
1188724	5445715	2005	May	200505	19	800	5/19/05 8:00	200505	19	800	5/19/05 8:00	Lightning	Lightning	INDIANA	BOONE	0	0	8000				
1188859	5446992	2005	May	200505	28	1900	5/28/05 19:00	200505	28	1900	5/28/05 19:00	Lightning	Lightning	ARIZONA	PIMA	0	1	0				
1188724	5447080	2005	May	200505	19	813	5/19/05 8:13	200505	19	813	5/19/05 8:13	Lightning	Lightning	INDIANA	HAMILTON	0	0	1000				
1189613	5449123	2005	May	200505	4	1600	5/4/05 16:00	200505	4	1600	5/4/05 16:00	Lightning	Lightning	FLORIDA	SARASOTA	1	0	0				
1189148	5451044	2005	May	200505	2	1400	5/2/05 14:00	200505	2	1400	5/2/05 14:00	Lightning	Lightning	FLORIDA	MIAMI-DADE	1	0	0				
1189364	5450984	2005	May	200505	29	1830	5/29/05 18:30	200505	29	1830	5/29/05 18:30	Lightning	Lightning	TEXAS	HARRIS	1	0	0				
1189482	5450013	2005	May	200505	31	1130	5/31/05 11:30	200505	31	1130	5/31/05 11:30	Lightning	Lightning	CONNECTICUT	NEW HAVEN	1	0	0				
1189482	5450014	2005	May	200505	31	1400	5/31/05 14:00	200505	31	1400	5/31/05 14:00	Lightning	Lightning	CONNECTICUT	NEW LONDON	1	0	0				
1189185	5451283	2005	May	200505	15	550	5/15/05 5:50	200505	15	550	5/15/05 5:50	Lightning	Lightning	TEXAS	ECTOR	0	0	7000				
1189850	5453621	2005	May	200505	10	1350	5/10/05 13:50	200505	10	1350	5/10/05 13:50	Lightning	Lightning	NORTH CAROLINA	GASTON	1	0	0				
1189851	5453622	2005	May	200505	10	1515	5/10/05 15:15	200505	10	1515	5/10/05 15:15	Lightning	Lightning	NORTH CAROLINA	BURKE	1	0	0				
1189197	5450640	2005	May	200505	26	520	5/26/05 5:20	200505	26	520	5/26/05 5:20	Lightning	Lightning	TEXAS	WARD	0	0	3000				
1189610	5449044	2005	May	200505	4	800	5/4/05 8:00	200505	4	800	5/4/05 8:00	Lightning	Lightning	FLORIDA	PASCO	1	0	0				
1189062	5450791	2005	May	200505	24	1326	5/24/05 13:26	200505	24	1326	5/24/05 13:26	Lightning	Lightning	FLORIDA	VOLUSIA	1	0	0				
1189767	5450196	2005	May	200505	10	1445	5/10/05 14:45	200505	10	1445	5/10/05 14:45	Lightning	Lightning	OHIO	MEDINA	1	0	0				
1189802	5453401	2005	May	200505	24	2100	5/24/05 21:00	200505	24	2300	5/24/05 23:00	Heavy Rain	Rain / Thunderstorm	NEBRASKA	HOWARD	0	0	2000				
1188725	5445716	2005	May	200505	23	1400	5/23/05 14:00	200505	23	1600	5/23/05 16:00	Dust Storm	Storm (Other)	INDIANA	BARTHOLOMEW	1	0	5000				
1186652	5445516	2005	May	200505	7	1200	5/7/05 12:00	200505	7	1200	5/7/05 12:00	Rip Current	Surf / Tide / Tsunami	FLORIDA	DUVAL	1	0	0				
1191039	5456575	2005	May	200505	27	1400	5/27/05 14:00	200505	27	1400	5/27/05 14:00	Rip Current	Surf / Tide / Tsunami	NORTH CAROLINA	DARE	0	1	0				
1189794	5449882	2005	May	200505	25	2300	5/25/05 23:00	200505	26	200	5/26/05 2:00	Storm Surge/Tide	Surf / Tide / Tsunami	NEW HAMPSHIRE	COASTAL ROCKINGHAM	0	0	15000				
1189792	5449879	2005	May	200505	25	2300	5/25/05 23:00	200505	26	200	5/26/05 2:00	Storm Surge/Tide	Surf / Tide / Tsunami	MAINE	COASTAL CUMBERLAND	0	0	7000				
1189792	5449880	2005	May	200505	25	2300	5/25/05 23:00	200505	26	200	5/26/05 2:00	Storm Surge/Tide	Surf / Tide / Tsunami	MAINE	COASTAL YORK	0	0	2000				
1189789	5449873	2005	May	200505	7	2200	5/7/05 22:00	200505	7	2300	5/7/05 23:00	Storm Surge/Tide	Surf / Tide / Tsunami	MAINE	COASTAL YORK	0	0	5000				
1190500	5452612	2005	May	200505	12	1955	5/12/05 19:55	200505	12	2010	5/12/05 20:10	Tornado	Vortex	TEXAS	CROSBY	0	0	17000				F2
1190474	5451799	2005	May	200505	6	1700	5/6/05 17:00	200505	6	1702	5/6/05 17:02	Tornado	Vortex	COLORADO	MONTROSE	1	0	0				F1
1190500	5452541	2005	May	200505	12	1940	5/12/05 19:40	200505	12	1955	5/12/05 19:55	Tornado	Vortex	TEXAS	CROSBY	0	0	32000				F3
1189798	5453043	2005	May	200505	7	1715	5/7/05 17:15	200505	7	1725	5/7/05 17:25	Tornado	Vortex	NEBRASKA	BUFFALO	0	0	2000				F0
1189800	5453268	2005	May	200505	11	2105	5/11/05 21:05	200505	11	2105	5/11/05 21:05	Tornado	Vortex	NEBRASKA	HALL	0	0	12000				F0
1189798	5453042	2005	May	200505	7	1700	5/7/05 17:00	200505	7	1705	5/7/05 17:05	Tornado	Vortex	NEBRASKA	BUFFALO	0	0	5000				F0
1189798	5450183	2005	May	200505	7	1556	5/7/05 15:56	200505	7	1610	5/7/05 16:10	Tornado	Vortex	NEBRASKA	PHELPS	0	0	25000				F0
1189364	5451177	2005	May	200505	29	2145	5/29/05 21:45	200505	29	2150	5/29/05 21:50	Tornado	Vortex	TEXAS	HARRIS	2	0	0				F1
1199532	5478746	2005	May	200505	9	1430	5/9/05 14:30	200505	9	1432	5/9/05 14:32	Tornado	Vortex	CALIFORNIA	SUTTER	0	0	13000				F0
1190508	5452717	2005	May	200505	7	756	5/7/05 7:56	200505	7	2211	5/7/05 22:11	High Wind	Wind	MASSACHUSETTS	WESTERN PLYMOUTH	1	0	0	50	EG		
1188727	5445803	2005	May	200505	13	1607	5/13/05 16:07	200505	13	1607	5/13/05 16:07	Thunderstorm Wind	Wind	INDIANA	PARKE	1	0	1000	50	EG		
1188727	5445810	2005	May	200505	13	1810	5/13/05 18:10	200505	13	1810	5/13/05 18:10	Thunderstorm Wind	Wind	INDIANA	FOUNTAIN	0	0	1000	52	EG		
1189761	5449151	2005	May	200505	17	1530	5/17/05 15:30	200505	17	1530	5/17/05 15:30	Thunderstorm Wind	Wind	GEORGIA	CHATHAM	1	1	0	45	EG		
1188986	5450819	2005	May	200505	20	1300	5/20/05 13:00	200505	20	1300	5/20/05 13:00	Thunderstorm Wind	Wind	GEORGIA	COLUMBIA	0	0	5000	65	EG		
1188986	5450821	2005	May	200505	20	1328	5/20/05 13:28	200505	20	1328	5/20/05 13:28	Thunderstorm Wind	Wind	GEORGIA	COLUMBIA	0	0	35000	80	EG		
1189481	5449895	2005	May	200505	19	1240	5/19/05 12:40	200505	19	1245	5/19/05 12:45	Thunderstorm Wind	Wind	TENNESSEE	MONTGOMERY	1	0	0	60	EG		
1189799	5453078	2005	May	200505	10	1905	5/10/05 19:05	200505	10	1905	5/10/05 19:05	Thunderstorm Wind	Wind	NEBRASKA	HALL	0	0	2000	61	EG		
1189197	5450493	2005	May	200505	25	1820	5/25/05 18:20	200505	25	1820	5/25/05 18:20	Thunderstorm Wind	Wind	TEXAS	PECOS	0	0	2000	52	EG		
1189193	5450397	2005	May	200505	27	1730	5/27/05 17:30	200505	27	1730	5/27/05 17:30	Thunderstorm Wind	Wind	TEXAS	REEVES	0	0	5000	52	EG		
1189196	5450488	2005	May	200505	26	30	5/26/05 0:30	200505	26	30	5/26/05 0:30	Thunderstorm Wind	Wind	NEW MEXICO	LEA	0	0	1000	50	MG		
1189801	5453286	2005	May	200505	17	1850	5/17/05 18:50	200505	17	1850	5/17/05 18:50	Thunderstorm Wind	Wind	NEBRASKA	DAWSON	0	0	1000	61	EG		
1189481	5450004	2005	May	200505	19	1600	5/19/05 16:00	200505	19	1600	5/19/05 16:00	Thunderstorm Wind	Wind	TENNESSEE	WILSON	1	0	0	50	EG		
1189801	5453394	2005	May	200505	17	1950	5/17/05 19:50	200505	17	1950	5/17/05 19:50	Thunderstorm Wind	Wind	NEBRASKA	PHELPS	0	0	2000	52	EG		
1189799	5453080	2005	May	200505	10	1914	5/10/05 19:14	200505	10	1914	5/10/05 19:14	Thunderstorm Wind	Wind	NEBRASKA	HALL	0	0	10000	61	EG		
1189800	5453275	2005	May	200505	11	2133	5/11/05 21:33	200505	11	2133	5/11/05 21:33	Thunderstorm Wind	Wind	NEBRASKA	FILLMORE	0	0	5000	61	EG		
1189186	5451340	2005	May	200505	6	1802	5/6/05 18:02	200505	6	1802	5/6/05 18:02	Thunderstorm Wind	Wind	NEW MEXICO	EDDY	0	0	1000	52	EG		
1189799	5453086	2005	May	200505	10	2010	5/10/05 20:10	200505	10	2010	5/10/05 20:10	Thunderstorm Wind	Wind	NEBRASKA	HAMILTON	0	0	5000	61	EG		
1189800	5453155	2005	May	200505	11	1740	5/11/05 17:40	200505	11	1740	5/11/05 17:40	Thunderstorm Wind	Wind	NEBRASKA	DAWSON	0	0	4000	61	EG		
1189800	5453159	2005	May	200505	11	1830	5/11/05 18:30	200505	11	1830	5/11/05 18:30	Thunderstorm Wind	Wind	NEBRASKA	BUFFALO	0	0	11000	51	EG		
1189799	5453081	2005	May	200505	10	1925	5/10/05 19:25	200505	10	1925	5/10/05 19:25	Thunderstorm Wind	Wind	NEBRASKA	HALL	0	0	5000	61	EG		
1189800	5453276	2005	May	200505	11	2133	5/11/05 21:33	200505	11	2133	5/11/05 21:33	Thunderstorm Wind	Wind	NEBRASKA	YORK	0	0	7000	61	EG		
1189800	5453277	2005	May	200505	11	2135	5/11/05 21:35	200505	11	2135	5/11/05 21:35	Thunderstorm Wind	Wind	NEBRASKA	ADAMS	0	0	10000	61	EG		
1189800	5453282	2005	May	200505	12	14	5/12/05 0:14	200505	12	14	5/12/05 0:14	Thunderstorm Wind	Wind	NEBRASKA	MERRICK	0	0	50000	72	EG		
1189361	5450965	2005	May	200505	8	1800	5/8/05 18:00	200505	8	1800	5/8/05 18:00	Thunderstorm Wind	Wind	TEXAS	GALVESTON	1	0	0	61	EG		
1189197	5450574	2005	May	200505	26	305	5/26/05 3:05	200505	26	335	5/26/05 3:35	Thunderstorm Wind	Wind	TEXAS	LOVING	3	0	50000	70	EG		
1189800	5453152	2005	May	200505	11	1730	5/11/05 17:30	200505	11	1730	5/11/05 17:30	Thunderstorm Wind	Wind	NEBRASKA	DAWSON	0	0	4000	61	EG		
1189800	5453154	2005	May	200505	11	1740	5/11/05 17:40	200505	11	1740	5/11/05 17:40	Thunderstorm Wind	Wind	NEBRASKA	GOSPER	0	0	2000	51	EG		
1189799	5453091	2005	May	200505	10	2030	5/10/05 20:30	200505	10	2030	5/10/05 20:30	Thunderstorm Wind	Wind	NEBRASKA	YORK	0	0	2000	61	MG		
1189800	5453149	2005	May	200505	11	1718	5/11/05 17:18	200505	11	1718	5/11/05 17:18	Thunderstorm Wind	Wind	NEBRASKA	GOSPER	0	0	2000	61	EG		
1189535	5449501	2005	May	200505	28	1456	5/28/05 14:56	200505	28	1456	5/28/05 14:56	Thunderstorm Wind	Wind	PENNSYLVANIA	PHILADELPHIA	1	0	0	60	MG		
1189364	5451175	2005	May	200505	29	2140	5/29/05 21:40	200505	29	2140	5/29/05 21:40	Thunderstorm Wind	Wind	TEXAS	GALVESTON	1	0	0	54	EG		
1189277	5451223	2005	May	200505	13	1710	5/13/05 17:10	200505	13	1710	5/13/05 17:10	Thunderstorm Wind	Wind	KENTUCKY	ELLIOTT	0	0	1000	63	EG		
1189183	5451217	2005	May	200505	10	1544	5/10/05 15:44	200505	10	1550	5/10/05 15:50	Thunderstorm Wind	Wind	NEW MEXICO	LEA	0	0	10000	52	EG		
1189090	5450935	2005	May	200505	14	1525	5/14/05 15:25	200505	14	1525	5/14/05 15:25	Thunderstorm Wind	Wind	TENNESSEE	ROANE	2	0	0	60	EG		
1189182	5451214	2005	May	200505	10	1720	5/10/05 17:20	200505	10	1720	5/10/05 17:20	Thunderstorm Wind	Wind	TEXAS	GAINES	0	0	1000	57	EG		
1189189	5451435	2005	May	200505	23	1800	5/23/05 18:00	200505	23	1800	5/23/05 18:00	Thunderstorm Wind	Wind	NEW MEXICO	LEA	0	0	1000	52	EG		
1189581	5449813	2005	May	200505	8	340	5/8/05 3:40	200505	8	340	5/8/05 3:40	Thunderstorm Wind	Wind	TEXAS	KIMBLE	1	0	0	52.17	EG		
1189191	5451515	2005	May	200505	28	1343	5/28/05 13:43	200505	28	1343	5/28/05 13:43	Thunderstorm Wind	Wind	TEXAS	CRANE	0	0	1000	52	EG		
1202025	5485372	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	MERRICK	0	0	2000				
1202025	5485373	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	NANCE	0	0	3000				
1202025	5485368	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	CLAY	0	0	2000				
1202025	5485369	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	FILLMORE	0	0	2000				
1202025	5485371	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	HAMILTON	0	0	2000				
1202025	5485367	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	ADAMS	0	0	2000				
1202025	5485370	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	HALL	0	0	3000				
1202025	5485376	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	THAYER	0	0	1000				
1202025	5485377	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	WEBSTER	0	0	1000				
1202025	5485378	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	YORK	0	0	1000				
1202026	5485379	2005	November	200511	27	2200	11/27/05 22:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	KANSAS	PHILLIPS	0	0	15000				
1202026	5485380	2005	November	200511	27	2200	11/27/05 22:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	KANSAS	ROOKS	0	0	10000				
1202025	5485374	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	NUCKOLLS	0	0	1000				
1202025	5485375	2005	November	200511	28	900	11/28/05 9:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	POLK	0	0	2000				
1202024	5485355	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	BUFFALO	0	0	25000				
1202024	5485356	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	DAWSON	0	0	25000				
1202024	5485357	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	FRANKLIN	0	0	25000				
1202024	5485358	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	FURNAS	0	0	25000				
1202024	5485359	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	GOSPER	0	0	25000				
1202024	5485360	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	GREELEY	0	0	25000				
1202024	5485361	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	HARLAN	0	0	25000				
1202024	5485362	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	HOWARD	0	0	25000				
1202024	5485363	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	KEARNEY	0	0	25000				
1202024	5485364	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	PHELPS	0	0	25000				
1202024	5485365	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	SHERMAN	0	0	25000				
1202024	5485366	2005	November	200511	27	1600	11/27/05 16:00	200511	28	1800	11/28/05 18:00	Blizzard	Blizzard / Snowstorm	NEBRASKA	VALLEY	0	0	25000				
1201765	5485091	2005	November	200511	28	600	11/28/05 6:00	200511	29	0	11/29/05 0:00	Blizzard	Blizzard / Snowstorm	SOUTH DAKOTA	DOUGLAS	0	1	0				
1201245	5479534	2005	November	200511	30	500	11/30/05 5:00	200511	30	1100	11/30/05 11:00	Heavy Snow	Blizzard / Snowstorm	MONTANA	MISSOULA / BITTERROOT VALLEYS	3	0	0				
1201633	5480526	2005	November	200511	29	1300	11/29/05 13:00	200511	29	2300	11/29/05 23:00	Wildfire	Fire	OKLAHOMA	CARTER	0	1	0				
1201630	5480263	2005	November	200511	27	1200	11/27/05 12:00	200511	30	2359	11/30/05 23:59	Wildfire	Fire	OKLAHOMA	STEPHENS	4	0	0				
1201288	5480177	2005	November	200511	18	333	11/18/05 3:33	200511	23	1800	11/23/05 18:00	Wildfire	Fire	CALIFORNIA	X S VENTURA	2	0	0				
1201359	5479881	2005	November	200511	27	1630	11/27/05 16:30	200511	30	2359	11/30/05 23:59	Wildfire	Fire	OKLAHOMA	OSAGE	11	1	0				
1202153	5484794	2005	November	200511	9	145	11/9/05 1:45	200511	9	145	11/9/05 1:45	Hail	Ice / Sleet / Hail	MICHIGAN	KENT	0	0	6000	0.75			
1204962	5490158	2005	November	200511	6	1030	11/6/05 10:30	200511	6	1030	11/6/05 10:30	Avalanche	Landslide / Avalanche	COLORADO	S & E JACKSON / LARIMER / N & NE GRAND / NW BOULDER COUNTIES ABOVE 9000 FEET	0	1	0				
1201360	5479891	2005	November	200511	14	1850	11/14/05 18:50	200511	14	1850	11/14/05 18:50	Lightning	Lightning	ARKANSAS	SEBASTIAN	1	0	0				
1201708	5484353	2005	November	200511	15	1808	11/15/05 18:08	200511	15	1808	11/15/05 18:08	Lightning	Lightning	MICHIGAN	MACOMB	2	0	0				
1201023	5481374	2005	November	200511	10	1800	11/10/05 18:00	200511	10	1800	11/10/05 18:00	High Surf	Surf / Tide / Tsunami	OREGON	CURRY COUNTY COAST	1	2	0				
1201033	5481488	2005	November	200511	15	1306	11/15/05 13:06	200511	15	1306	11/15/05 13:06	Rip Current	Surf / Tide / Tsunami	FLORIDA	MIAMI-DADE	0	1	0				
1200493	5477116	2005	November	200511	27	1606	11/27/05 16:06	200511	27	1613	11/27/05 16:13	Tornado	Vortex	KANSAS	NEOSHO	0	0	12000				F1
1201327	5479555	2005	November	200511	15	1540	11/15/05 15:40	200511	15	1550	11/15/05 15:50	Tornado	Vortex	INDIANA	DAVIESS	31	0	1.10E+07				F3
1201446	5479633	2005	November	200511	27	1856	11/27/05 18:56	200511	27	1901	11/27/05 19:01	Tornado	Vortex	MISSOURI	HOWELL	2	0	0				F1
1201537	5479358	2005	November	200511	6	146	11/6/05 1:46	200511	6	155	11/6/05 1:55	Tornado	Vortex	KENTUCKY	CRITTENDEN	5	0	0				F3
1201552	5479578	2005	November	200511	27	2230	11/27/05 22:30	200511	27	2242	11/27/05 22:42	Tornado	Vortex	MISSOURI	RIPLEY	0	1	0				F2
1201446	5479569	2005	November	200511	27	1846	11/27/05 18:46	200511	27	1850	11/27/05 18:50	Tornado	Vortex	MISSOURI	HOWELL	2	0	0	70	EG		F1
1201265	5479784	2005	November	200511	15	1435	11/15/05 14:35	200511	15	1500	11/15/05 15:00	Tornado	Vortex	TENNESSEE	HENRY	13	0	0				F2
1201065	5480747	2005	November	200511	12	1701	11/12/05 17:01	200511	12	1712	11/12/05 17:12	Tornado	Vortex	IOWA	STORY	1	0	0				F2
1201549	5479575	2005	November	200511	15	1527	11/15/05 15:27	200511	15	1550	11/15/05 15:50	Tornado	Vortex	KENTUCKY	HOPKINS	40	0	0				F4
1202101	5484328	2005	November	200511	27	1809	11/27/05 18:09	200511	27	1826	11/27/05 18:26	Tornado	Vortex	ARKANSAS	CONWAY	8	1	0				F3
1201536	5480598	2005	November	200511	6	203	11/6/05 2:03	200511	6	222	11/6/05 2:22	Tornado	Vortex	INDIANA	WARRICK	30	4	0				F3
1201065	5482152	2005	November	200511	12	1641	11/12/05 16:41	200511	12	1648	11/12/05 16:48	Tornado	Vortex	IOWA	HAMILTON	3	1	0				F3
1201065	5482154	2005	November	200511	12	1641	11/12/05 16:41	200511	12	1641	11/12/05 16:41	Tornado	Vortex	IOWA	BOONE	2	0	0				F2
1201536	5480597	2005	November	200511	6	154	11/6/05 1:54	200511	6	203	11/6/05 2:03	Tornado	Vortex	INDIANA	VANDERBURGH	200	20	0				F3
1201535	5480521	2005	November	200511	6	150	11/6/05 1:50	200511	6	154	11/6/05 1:54	Tornado	Vortex	KENTUCKY	HENDERSON	8	0	0				F3
1201443	5479431	2005	November	200511	12	1940	11/12/05 19:40	200511	12	1950	11/12/05 19:50	Tornado	Vortex	MISSOURI	LAWRENCE	1	0	0				F1
1201545	5479434	2005	November	200511	15	1435	11/15/05 14:35	200511	15	1437	11/15/05 14:37	Tornado	Vortex	MISSOURI	NEW MADRID	2	0	0				F1
1201225	5481496	2005	November	200511	15	1802	11/15/05 18:02	200511	15	1808	11/15/05 18:08	Tornado	Vortex	TENNESSEE	WAYNE	1	0	0				F2
1201547	5479519	2005	November	200511	15	1356	11/15/05 13:56	200511	15	1427	11/15/05 14:27	Tornado	Vortex	KENTUCKY	MARSHALL	20	1	0				F3
1201327	5479556	2005	November	200511	15	1550	11/15/05 15:50	200511	15	1556	11/15/05 15:56	Tornado	Vortex	INDIANA	MARTIN	0	0	50000				F1
1201327	5479557	2005	November	200511	15	1625	11/15/05 16:25	200511	15	1626	11/15/05 16:26	Tornado	Vortex	INDIANA	LAWRENCE	0	0	5000				F1
1201327	5479611	2005	November	200511	15	1720	11/15/05 17:20	200511	15	1732	11/15/05 17:32	Tornado	Vortex	INDIANA	SHELBY	1	0	0				F3
1201327	5479610	2005	November	200511	15	1719	11/15/05 17:19	200511	15	1720	11/15/05 17:20	Tornado	Vortex	INDIANA	BARTHOLOMEW	0	0	10000				F1
1202083	5485820	2005	November	200511	27	1726	11/27/05 17:26	200511	27	1746	11/27/05 17:46	Tornado	Vortex	ARKANSAS	GARLAND	1	0	0				F2
1202078	5485707	2005	November	200511	27	1625	11/27/05 16:25	200511	27	1642	11/27/05 16:42	Tornado	Vortex	ARKANSAS	PIKE	1	0	0				F1
1202100	5484327	2005	November	200511	27	1920	11/27/05 19:20	200511	27	1932	11/27/05 19:32	Tornado	Vortex	ARKANSAS	CLEBURNE	1	0	0				F2
1202039	5485483	2005	November	200511	5	2159	11/5/05 21:59	200511	5	2206	11/5/05 22:06	Tornado	Vortex	ARKANSAS	FULTON	1	0	0				F1
1202038	5485482	2005	November	200511	5	2241	11/5/05 22:41	200511	5	2248	11/5/05 22:48	Tornado	Vortex	ARKANSAS	SHARP	3	0	0				F2
1201328	5479612	2005	November	200511	5	1800	11/5/05 18:00	200511	5	2100	11/5/05 21:00	High Wind	Wind	WASHINGTON	SOUTHWEST INTERIOR	1	0	0	37	MS		
1201520	5480418	2005	November	200511	22	1000	11/22/05 10:00	200511	22	1500	11/22/05 15:00	High Wind	Wind	NEW JERSEY	WESTERN CAPE MAY	0	0	1000	52	MG		
1201521	5480439	2005	November	200511	24	2000	11/24/05 20:00	200511	24	2200	11/24/05 22:00	High Wind	Wind	DELAWARE	NEW CASTLE	0	0	1000	53	MG		
1200409	5480996	2005	November	200511	27	1010	11/27/05 10:10	200511	27	1120	11/27/05 11:20	High Wind	Wind	NEW MEXICO	NORTHERN LEA COUNTY	0	0	200	60	MG		
1202160	5485277	2005	November	200511	25	100	11/25/05 1:00	200511	25	400	11/25/05 4:00	High Wind	Wind	ALASKA	SOUTHERN INNER CHANNELS	0	0	3000	75	MG		
